# SYNTHETIC. Fertiliser reservations: RESB, one per block, material and round. kzear X is a final issue. The 2025-03 round's issues dated after 2025-05-23 in ec_fertiliser.csv are open here, which is what they were on that day; 2025-10 is the programme on the books.
rsnum,matnr,werks,bdter,bdmng,enmng,meins,kzear,kostl,block_code,window
0000000289,FE-001,EC,2023-10-15,13015.2,14094.5,KG,X,EC-D2,382,2023-10
0000000290,FE-002,EC,2023-10-15,3203.7,1923.2,KG,X,EC-D2,382,2023-10
0000000291,FE-003,EC,2023-10-15,2402.8,2691.1,KG,X,EC-D2,382,2023-10
0000000292,FE-004,EC,2023-10-15,300.3,307.2,KG,X,EC-D2,382,2023-10
0000000293,FE-001,EC,2023-10-15,16718.8,16511.9,KG,X,EC-D3,75,2023-10
0000000294,FE-002,EC,2023-10-15,4115.4,3198.6,KG,X,EC-D3,75,2023-10
0000000295,FE-003,EC,2023-10-15,3086.5,3456.9,KG,X,EC-D3,75,2023-10
0000000296,FE-004,EC,2023-10-15,385.8,401.3,KG,X,EC-D3,75,2023-10
0000000297,FE-001,EC,2023-10-15,12373.3,7677.6,KG,X,EC-D3,76,2023-10
0000000298,FE-002,EC,2023-10-15,3045.7,2810.6,KG,X,EC-D3,76,2023-10
0000000299,FE-003,EC,2023-10-15,2284.3,1601.9,KG,X,EC-D3,76,2023-10
0000000300,FE-004,EC,2023-10-15,285.5,268.4,KG,X,EC-D3,76,2023-10
0000000301,FE-001,EC,2023-10-15,12291.6,9443.4,KG,X,EC-D3,77,2023-10
0000000302,FE-002,EC,2023-10-15,3025.6,3388.7,KG,X,EC-D3,77,2023-10
0000000303,FE-003,EC,2023-10-15,2269.2,1382.9,KG,X,EC-D3,77,2023-10
0000000304,FE-004,EC,2023-10-15,283.7,287.0,KG,X,EC-D3,77,2023-10
0000000305,FE-001,EC,2023-10-15,13080.9,13862.0,KG,X,EC-D3,78,2023-10
0000000306,FE-002,EC,2023-10-15,3219.9,2416.2,KG,X,EC-D3,78,2023-10
0000000307,FE-003,EC,2023-10-15,2414.9,1879.3,KG,X,EC-D3,78,2023-10
0000000308,FE-004,EC,2023-10-15,301.9,305.1,KG,X,EC-D3,78,2023-10
0000000309,FE-001,EC,2023-10-15,8189.5,6421.7,KG,X,EC-D3,79,2023-10
0000000310,FE-002,EC,2023-10-15,2015.9,1615.2,KG,X,EC-D3,79,2023-10
0000000311,FE-003,EC,2023-10-15,1511.9,1352.8,KG,X,EC-D3,79,2023-10
0000000312,FE-004,EC,2023-10-15,189.0,122.2,KG,X,EC-D3,79,2023-10
0000000313,FE-001,EC,2023-10-15,5413.8,3736.9,KG,X,EC-D3,80,2023-10
0000000314,FE-002,EC,2023-10-15,1332.6,974.7,KG,X,EC-D3,80,2023-10
0000000315,FE-003,EC,2023-10-15,999.5,722.0,KG,X,EC-D3,80,2023-10
0000000316,FE-004,EC,2023-10-15,124.9,125.5,KG,X,EC-D3,80,2023-10
0000000317,FE-001,EC,2023-10-15,3588.6,3086.6,KG,X,EC-D3,81,2023-10
0000000318,FE-002,EC,2023-10-15,883.3,563.6,KG,X,EC-D3,81,2023-10
0000000319,FE-003,EC,2023-10-15,662.5,615.0,KG,X,EC-D3,81,2023-10
0000000320,FE-004,EC,2023-10-15,82.8,89.8,KG,X,EC-D3,81,2023-10
0000000321,FE-001,EC,2023-10-15,1123.1,1193.1,KG,X,EC-D3,82,2023-10
0000000322,FE-002,EC,2023-10-15,276.5,214.5,KG,X,EC-D3,82,2023-10
0000000323,FE-003,EC,2023-10-15,207.3,167.1,KG,X,EC-D3,82,2023-10
0000000324,FE-004,EC,2023-10-15,25.9,27.2,KG,X,EC-D3,82,2023-10
0000000325,FE-001,EC,2023-10-15,16409.5,17119.3,KG,X,EC-D3,83,2023-10
0000000326,FE-002,EC,2023-10-15,4039.3,3880.2,KG,X,EC-D3,83,2023-10
0000000327,FE-003,EC,2023-10-15,3029.4,3160.5,KG,X,EC-D3,83,2023-10
0000000328,FE-004,EC,2023-10-15,378.7,275.7,KG,X,EC-D3,83,2023-10
0000000329,FE-001,EC,2023-10-15,14361.0,11722.3,KG,X,EC-D3,84,2023-10
0000000330,FE-002,EC,2023-10-15,3535.0,1923.0,KG,X,EC-D3,84,2023-10
0000000331,FE-003,EC,2023-10-15,2651.3,2440.4,KG,X,EC-D3,84,2023-10
0000000332,FE-004,EC,2023-10-15,331.4,232.5,KG,X,EC-D3,84,2023-10
0000000333,FE-001,EC,2023-10-15,10465.6,7954.2,KG,X,EC-D3,85,2023-10
0000000334,FE-002,EC,2023-10-15,2576.1,1962.9,KG,X,EC-D3,85,2023-10
0000000335,FE-003,EC,2023-10-15,1932.1,1525.3,KG,X,EC-D3,85,2023-10
0000000336,FE-004,EC,2023-10-15,241.5,247.8,KG,X,EC-D3,85,2023-10
0000000337,FE-001,EC,2023-10-15,16776.3,11740.8,KG,X,EC-D3,86,2023-10
0000000338,FE-002,EC,2023-10-15,4129.5,3451.3,KG,X,EC-D3,86,2023-10
0000000339,FE-003,EC,2023-10-15,3097.2,3389.3,KG,X,EC-D3,86,2023-10
0000000340,FE-004,EC,2023-10-15,387.1,433.6,KG,X,EC-D3,86,2023-10
0000000341,FE-001,EC,2023-10-15,13247.5,10520.1,KG,X,EC-D3,87,2023-10
0000000342,FE-002,EC,2023-10-15,3260.9,2646.9,KG,X,EC-D3,87,2023-10
0000000343,FE-003,EC,2023-10-15,2445.7,1563.7,KG,X,EC-D3,87,2023-10
0000000344,FE-004,EC,2023-10-15,305.7,279.9,KG,X,EC-D3,87,2023-10
0000000345,FE-001,EC,2023-10-15,12001.5,9435.2,KG,X,EC-D3,88,2023-10
0000000346,FE-002,EC,2023-10-15,2954.2,3308.7,KG,X,EC-D3,88,2023-10
0000000347,FE-003,EC,2023-10-15,2215.7,1728.3,KG,X,EC-D3,88,2023-10
0000000348,FE-004,EC,2023-10-15,277.0,252.4,KG,X,EC-D3,88,2023-10
0000000349,FE-001,EC,2023-10-15,13784.4,15438.5,KG,X,EC-D3,89,2023-10
0000000350,FE-002,EC,2023-10-15,3393.1,1723.8,KG,X,EC-D3,89,2023-10
0000000351,FE-003,EC,2023-10-15,2544.8,1986.4,KG,X,EC-D3,89,2023-10
0000000352,FE-004,EC,2023-10-15,318.1,234.9,KG,X,EC-D3,89,2023-10
0000000353,FE-001,EC,2023-10-15,12058.0,10083.4,KG,X,EC-D3,90,2023-10
0000000354,FE-002,EC,2023-10-15,2968.1,2643.8,KG,X,EC-D3,90,2023-10
0000000355,FE-003,EC,2023-10-15,2226.1,1560.0,KG,X,EC-D3,90,2023-10
0000000356,FE-004,EC,2023-10-15,278.3,281.7,KG,X,EC-D3,90,2023-10
0000000357,FE-001,EC,2023-10-15,7082.6,6124.3,KG,X,EC-D3,91,2023-10
0000000358,FE-002,EC,2023-10-15,1743.4,1725.9,KG,X,EC-D3,91,2023-10
0000000359,FE-003,EC,2023-10-15,1307.6,1267.9,KG,X,EC-D3,91,2023-10
0000000360,FE-004,EC,2023-10-15,163.4,148.7,KG,X,EC-D3,91,2023-10
0000000361,FE-001,EC,2023-10-15,14839.6,12595.8,KG,X,EC-D3,92,2023-10
0000000362,FE-002,EC,2023-10-15,3652.8,3661.1,KG,X,EC-D3,92,2023-10
0000000363,FE-003,EC,2023-10-15,2739.6,2634.4,KG,X,EC-D3,92,2023-10
0000000364,FE-004,EC,2023-10-15,342.5,287.5,KG,X,EC-D3,92,2023-10
0000000365,FE-001,EC,2023-10-15,17517.2,16622.9,KG,X,EC-D3,93,2023-10
0000000366,FE-002,EC,2023-10-15,4311.9,3443.8,KG,X,EC-D3,93,2023-10
0000000367,FE-003,EC,2023-10-15,3233.9,3022.8,KG,X,EC-D3,93,2023-10
0000000368,FE-004,EC,2023-10-15,404.2,423.4,KG,X,EC-D3,93,2023-10
0000000369,FE-001,EC,2023-10-15,9081.9,6154.2,KG,X,EC-D3,94,2023-10
0000000370,FE-002,EC,2023-10-15,2235.6,1972.3,KG,X,EC-D3,94,2023-10
0000000371,FE-003,EC,2023-10-15,1676.7,1560.4,KG,X,EC-D3,94,2023-10
0000000372,FE-004,EC,2023-10-15,209.6,124.6,KG,X,EC-D3,94,2023-10
0000000373,FE-001,EC,2023-10-15,13126.0,13059.3,KG,X,EC-D3,95,2023-10
0000000374,FE-002,EC,2023-10-15,3231.0,3440.4,KG,X,EC-D3,95,2023-10
0000000375,FE-003,EC,2023-10-15,2423.3,2422.8,KG,X,EC-D3,95,2023-10
0000000376,FE-004,EC,2023-10-15,302.9,269.5,KG,X,EC-D3,95,2023-10
0000000377,FE-001,EC,2023-10-15,15823.4,12618.8,KG,X,EC-D3,96,2023-10
0000000378,FE-002,EC,2023-10-15,3895.0,3692.6,KG,X,EC-D3,96,2023-10
0000000379,FE-003,EC,2023-10-15,2921.2,2585.5,KG,X,EC-D3,96,2023-10
0000000380,FE-004,EC,2023-10-15,365.2,339.3,KG,X,EC-D3,96,2023-10
0000000381,FE-001,EC,2023-10-15,9928.7,8298.4,KG,X,EC-D3,97,2023-10
0000000382,FE-002,EC,2023-10-15,2444.0,2301.3,KG,X,EC-D3,97,2023-10
0000000383,FE-003,EC,2023-10-15,1833.0,804.1,KG,X,EC-D3,97,2023-10
0000000384,FE-004,EC,2023-10-15,229.1,223.8,KG,X,EC-D3,97,2023-10
0000000385,FE-001,EC,2023-10-15,14160.6,11498.0,KG,X,EC-D3,98,2023-10
0000000386,FE-002,EC,2023-10-15,3485.7,3035.8,KG,X,EC-D3,98,2023-10
0000000387,FE-003,EC,2023-10-15,2614.3,2928.0,KG,X,EC-D3,98,2023-10
0000000388,FE-004,EC,2023-10-15,326.8,366.0,KG,X,EC-D3,98,2023-10
0000000389,FE-001,EC,2023-10-15,6213.6,6646.3,KG,X,EC-D3,99,2023-10
0000000390,FE-002,EC,2023-10-15,1529.5,1420.7,KG,X,EC-D3,99,2023-10
0000000391,FE-003,EC,2023-10-15,1147.1,746.2,KG,X,EC-D3,99,2023-10
0000000392,FE-004,EC,2023-10-15,143.4,115.3,KG,X,EC-D3,99,2023-10
0000000393,FE-001,EC,2023-10-15,11611.8,8506.3,KG,X,EC-D3,100,2023-10
0000000394,FE-002,EC,2023-10-15,2858.3,1829.5,KG,X,EC-D3,100,2023-10
0000000395,FE-003,EC,2023-10-15,2143.7,2126.4,KG,X,EC-D3,100,2023-10
0000000396,FE-004,EC,2023-10-15,268.0,214.6,KG,X,EC-D3,100,2023-10
0000000397,FE-001,EC,2023-10-15,19929.4,19291.4,KG,X,EC-D3,101,2023-10
0000000398,FE-002,EC,2023-10-15,4905.7,3747.6,KG,X,EC-D3,101,2023-10
0000000399,FE-003,EC,2023-10-15,3679.3,3122.6,KG,X,EC-D3,101,2023-10
0000000400,FE-004,EC,2023-10-15,459.9,414.3,KG,X,EC-D3,101,2023-10
0000000401,FE-001,EC,2023-10-15,11696.4,11326.0,KG,X,EC-D3,102,2023-10
0000000402,FE-002,EC,2023-10-15,2879.1,2663.3,KG,X,EC-D3,102,2023-10
0000000403,FE-003,EC,2023-10-15,2159.3,1552.2,KG,X,EC-D3,102,2023-10
0000000404,FE-004,EC,2023-10-15,269.9,212.4,KG,X,EC-D3,102,2023-10
0000000405,FE-001,EC,2023-10-15,12192.8,13112.7,KG,X,EC-D3,103,2023-10
0000000406,FE-002,EC,2023-10-15,3001.3,1744.1,KG,X,EC-D3,103,2023-10
0000000407,FE-003,EC,2023-10-15,2251.0,2521.1,KG,X,EC-D3,103,2023-10
0000000408,FE-004,EC,2023-10-15,281.4,315.2,KG,X,EC-D3,103,2023-10
0000000409,FE-001,EC,2023-10-15,15099.4,11646.3,KG,X,EC-D3,104,2023-10
0000000410,FE-002,EC,2023-10-15,3716.8,2889.1,KG,X,EC-D3,104,2023-10
0000000411,FE-003,EC,2023-10-15,2787.6,1915.8,KG,X,EC-D3,104,2023-10
0000000412,FE-004,EC,2023-10-15,348.4,235.9,KG,X,EC-D3,104,2023-10
0000000413,FE-001,EC,2023-10-15,8287.1,8496.9,KG,X,EC-D3,105,2023-10
0000000414,FE-002,EC,2023-10-15,2039.9,1690.3,KG,X,EC-D3,105,2023-10
0000000415,FE-003,EC,2023-10-15,1529.9,1556.3,KG,X,EC-D3,105,2023-10
0000000416,FE-004,EC,2023-10-15,191.2,149.8,KG,X,EC-D3,105,2023-10
0000000417,FE-001,EC,2023-10-15,4238.9,3780.7,KG,X,EC-D3,106,2023-10
0000000418,FE-002,EC,2023-10-15,1043.4,1056.3,KG,X,EC-D3,106,2023-10
0000000419,FE-003,EC,2023-10-15,782.6,602.2,KG,X,EC-D3,106,2023-10
0000000420,FE-004,EC,2023-10-15,97.8,67.9,KG,X,EC-D3,106,2023-10
0000000421,FE-001,EC,2023-10-15,14273.8,12567.6,KG,X,EC-D3,107,2023-10
0000000422,FE-002,EC,2023-10-15,3513.6,2966.5,KG,X,EC-D3,107,2023-10
0000000423,FE-003,EC,2023-10-15,2635.2,2418.4,KG,X,EC-D3,107,2023-10
0000000424,FE-004,EC,2023-10-15,329.4,319.3,KG,X,EC-D3,107,2023-10
0000000425,FE-001,EC,2023-10-15,18019.0,14394.2,KG,X,EC-D3,108,2023-10
0000000426,FE-002,EC,2023-10-15,4435.5,3819.9,KG,X,EC-D3,108,2023-10
0000000427,FE-003,EC,2023-10-15,3326.6,3725.8,KG,X,EC-D3,108,2023-10
0000000428,FE-004,EC,2023-10-15,415.8,277.3,KG,X,EC-D3,108,2023-10
0000000429,FE-001,EC,2023-10-15,11547.1,6549.2,KG,X,EC-D3,109,2023-10
0000000430,FE-002,EC,2023-10-15,2842.4,3183.5,KG,X,EC-D3,109,2023-10
0000000431,FE-003,EC,2023-10-15,2131.8,1806.7,KG,X,EC-D3,109,2023-10
0000000432,FE-004,EC,2023-10-15,266.5,189.7,KG,X,EC-D3,109,2023-10
0000000433,FE-001,EC,2023-10-15,11053.2,10607.7,KG,X,EC-D3,110,2023-10
0000000434,FE-002,EC,2023-10-15,2720.8,1975.9,KG,X,EC-D3,110,2023-10
0000000435,FE-003,EC,2023-10-15,2040.6,1601.5,KG,X,EC-D3,110,2023-10
0000000436,FE-004,EC,2023-10-15,255.1,262.7,KG,X,EC-D3,110,2023-10
0000000437,FE-001,EC,2023-10-15,18560.2,15903.5,KG,X,EC-D3,111,2023-10
0000000438,FE-002,EC,2023-10-15,4568.7,4450.4,KG,X,EC-D3,111,2023-10
0000000439,FE-003,EC,2023-10-15,3426.5,1851.4,KG,X,EC-D3,111,2023-10
0000000440,FE-004,EC,2023-10-15,428.3,366.4,KG,X,EC-D3,111,2023-10
0000000441,FE-001,EC,2023-10-15,9955.0,3484.2,KG,X,EC-D3,112,2023-10
0000000442,FE-002,EC,2023-10-15,2450.5,2744.6,KG,X,EC-D3,112,2023-10
0000000443,FE-003,EC,2023-10-15,1837.8,1491.2,KG,X,EC-D3,112,2023-10
0000000444,FE-004,EC,2023-10-15,229.7,136.8,KG,X,EC-D3,112,2023-10
0000000445,FE-001,EC,2023-10-15,12504.6,9086.1,KG,X,EC-D3,113,2023-10
0000000446,FE-002,EC,2023-10-15,3078.1,2770.3,KG,X,EC-D3,113,2023-10
0000000447,FE-003,EC,2023-10-15,2308.5,2428.8,KG,X,EC-D3,113,2023-10
0000000448,FE-004,EC,2023-10-15,288.6,306.9,KG,X,EC-D3,113,2023-10
0000000449,FE-001,EC,2023-10-15,8289.1,7224.8,KG,X,EC-D3,114,2023-10
0000000450,FE-002,EC,2023-10-15,2040.4,2285.2,KG,X,EC-D3,114,2023-10
0000000451,FE-003,EC,2023-10-15,1530.3,1541.4,KG,X,EC-D3,114,2023-10
0000000452,FE-004,EC,2023-10-15,191.3,198.1,KG,X,EC-D3,114,2023-10
0000000453,FE-001,EC,2023-10-15,10037.0,7798.0,KG,X,EC-D3,115,2023-10
0000000454,FE-002,EC,2023-10-15,2470.6,2132.1,KG,X,EC-D3,115,2023-10
0000000455,FE-003,EC,2023-10-15,1853.0,911.3,KG,X,EC-D3,115,2023-10
0000000456,FE-004,EC,2023-10-15,231.6,256.7,KG,X,EC-D3,115,2023-10
0000000457,FE-001,EC,2023-10-15,6045.3,6417.6,KG,X,EC-D3,116,2023-10
0000000458,FE-002,EC,2023-10-15,1488.1,1565.8,KG,X,EC-D3,116,2023-10
0000000459,FE-003,EC,2023-10-15,1116.0,1249.9,KG,X,EC-D3,116,2023-10
0000000460,FE-004,EC,2023-10-15,139.5,119.4,KG,X,EC-D3,116,2023-10
0000000461,FE-001,EC,2023-10-15,4653.0,4141.5,KG,X,EC-D3,117,2023-10
0000000462,FE-002,EC,2023-10-15,1145.3,744.4,KG,X,EC-D3,117,2023-10
0000000463,FE-003,EC,2023-10-15,859.0,962.1,KG,X,EC-D3,117,2023-10
0000000464,FE-004,EC,2023-10-15,107.4,105.2,KG,X,EC-D3,117,2023-10
0000000465,FE-001,EC,2023-10-15,5264.7,3140.4,KG,X,EC-D3,118,2023-10
0000000466,FE-002,EC,2023-10-15,1295.9,837.1,KG,X,EC-D3,118,2023-10
0000000467,FE-003,EC,2023-10-15,971.9,914.0,KG,X,EC-D3,118,2023-10
0000000468,FE-004,EC,2023-10-15,121.5,114.3,KG,X,EC-D3,118,2023-10
0000000469,FE-001,EC,2023-10-15,1748.0,1694.9,KG,X,EC-D3,119,2023-10
0000000470,FE-002,EC,2023-10-15,430.3,364.1,KG,X,EC-D3,119,2023-10
0000000471,FE-003,EC,2023-10-15,322.7,252.7,KG,X,EC-D3,119,2023-10
0000000472,FE-004,EC,2023-10-15,40.3,22.0,KG,X,EC-D3,119,2023-10
0000000473,FE-001,EC,2023-10-15,5716.9,6093.7,KG,X,EC-D3,120,2023-10
0000000474,FE-002,EC,2023-10-15,1407.2,1216.8,KG,X,EC-D3,120,2023-10
0000000475,FE-003,EC,2023-10-15,1055.4,903.3,KG,X,EC-D3,120,2023-10
0000000476,FE-004,EC,2023-10-15,131.9,82.1,KG,X,EC-D3,120,2023-10
0000000477,FE-001,EC,2023-10-15,2137.6,1396.7,KG,X,EC-D3,121,2023-10
0000000478,FE-002,EC,2023-10-15,526.2,469.1,KG,X,EC-D3,121,2023-10
0000000479,FE-003,EC,2023-10-15,394.6,320.3,KG,X,EC-D3,121,2023-10
0000000480,FE-004,EC,2023-10-15,49.3,47.9,KG,X,EC-D3,121,2023-10
0000000481,FE-001,EC,2023-10-15,1234.6,1248.9,KG,X,EC-D3,369,2023-10
0000000482,FE-002,EC,2023-10-15,303.9,199.3,KG,X,EC-D3,369,2023-10
0000000483,FE-003,EC,2023-10-15,227.9,180.1,KG,X,EC-D3,369,2023-10
0000000484,FE-004,EC,2023-10-15,28.5,26.1,KG,X,EC-D3,369,2023-10
0000000485,FE-001,EC,2023-10-15,993.0,774.4,KG,X,EC-D3,370,2023-10
0000000486,FE-002,EC,2023-10-15,244.4,164.0,KG,X,EC-D3,370,2023-10
0000000487,FE-003,EC,2023-10-15,183.3,194.9,KG,X,EC-D3,370,2023-10
0000000488,FE-004,EC,2023-10-15,22.9,24.3,KG,X,EC-D3,370,2023-10
0000000489,FE-001,EC,2023-10-15,6417.3,3604.5,KG,X,EC-D4,122,2023-10
0000000490,FE-002,EC,2023-10-15,1579.6,581.7,KG,X,EC-D4,122,2023-10
0000000491,FE-003,EC,2023-10-15,1184.7,1086.1,KG,X,EC-D4,122,2023-10
0000000492,FE-004,EC,2023-10-15,148.1,114.0,KG,X,EC-D4,122,2023-10
0000000493,FE-001,EC,2023-10-15,5125.0,3703.6,KG,X,EC-D4,123,2023-10
0000000494,FE-002,EC,2023-10-15,1261.5,1165.7,KG,X,EC-D4,123,2023-10
0000000495,FE-003,EC,2023-10-15,946.2,934.7,KG,X,EC-D4,123,2023-10
0000000496,FE-004,EC,2023-10-15,118.3,70.3,KG,X,EC-D4,123,2023-10
0000000497,FE-001,EC,2023-10-15,4861.2,5299.3,KG,X,EC-D4,124,2023-10
0000000498,FE-002,EC,2023-10-15,1196.6,1083.2,KG,X,EC-D4,124,2023-10
0000000499,FE-003,EC,2023-10-15,897.5,1005.2,KG,X,EC-D4,124,2023-10
0000000500,FE-004,EC,2023-10-15,112.2,112.9,KG,X,EC-D4,124,2023-10
0000000501,FE-001,EC,2023-10-15,2784.3,3118.4,KG,X,EC-D4,125,2023-10
0000000502,FE-002,EC,2023-10-15,685.4,731.5,KG,X,EC-D4,125,2023-10
0000000503,FE-003,EC,2023-10-15,514.0,473.3,KG,X,EC-D4,125,2023-10
0000000504,FE-004,EC,2023-10-15,64.3,72.0,KG,X,EC-D4,125,2023-10
0000000505,FE-001,EC,2023-10-15,2872.8,2434.6,KG,X,EC-D4,126,2023-10
0000000506,FE-002,EC,2023-10-15,707.2,792.1,KG,X,EC-D4,126,2023-10
0000000507,FE-003,EC,2023-10-15,530.4,513.3,KG,X,EC-D4,126,2023-10
0000000508,FE-004,EC,2023-10-15,66.3,74.3,KG,X,EC-D4,126,2023-10
0000000509,FE-001,EC,2023-10-15,1293.3,988.9,KG,X,EC-D4,127,2023-10
0000000510,FE-002,EC,2023-10-15,318.4,323.5,KG,X,EC-D4,127,2023-10
0000000511,FE-003,EC,2023-10-15,238.8,187.8,KG,X,EC-D4,127,2023-10
0000000512,FE-004,EC,2023-10-15,29.8,23.1,KG,X,EC-D4,127,2023-10
0000000513,FE-001,EC,2023-10-15,12879.4,12169.9,KG,X,EC-D4,128,2023-10
0000000514,FE-002,EC,2023-10-15,3170.3,2916.2,KG,X,EC-D4,128,2023-10
0000000515,FE-003,EC,2023-10-15,2377.7,2424.4,KG,X,EC-D4,128,2023-10
0000000516,FE-004,EC,2023-10-15,297.2,314.8,KG,X,EC-D4,128,2023-10
0000000517,FE-001,EC,2023-10-15,9881.5,7517.8,KG,X,EC-D4,129,2023-10
0000000518,FE-002,EC,2023-10-15,2432.4,1930.9,KG,X,EC-D4,129,2023-10
0000000519,FE-003,EC,2023-10-15,1824.3,2043.2,KG,X,EC-D4,129,2023-10
0000000520,FE-004,EC,2023-10-15,228.0,201.3,KG,X,EC-D4,129,2023-10
0000000521,FE-001,EC,2023-10-15,13971.2,13666.9,KG,X,EC-D4,130,2023-10
0000000522,FE-002,EC,2023-10-15,3439.1,1596.0,KG,X,EC-D4,130,2023-10
0000000523,FE-003,EC,2023-10-15,2579.3,2145.7,KG,X,EC-D4,130,2023-10
0000000524,FE-004,EC,2023-10-15,322.4,205.8,KG,X,EC-D4,130,2023-10
0000000525,FE-001,EC,2023-10-15,14003.8,12163.8,KG,X,EC-D4,131,2023-10
0000000526,FE-002,EC,2023-10-15,3447.1,2698.0,KG,X,EC-D4,131,2023-10
0000000527,FE-003,EC,2023-10-15,2585.3,2438.8,KG,X,EC-D4,131,2023-10
0000000528,FE-004,EC,2023-10-15,323.2,274.2,KG,X,EC-D4,131,2023-10
0000000529,FE-001,EC,2023-10-15,15323.0,10587.9,KG,X,EC-D4,132,2023-10
0000000530,FE-002,EC,2023-10-15,3771.8,4224.4,KG,X,EC-D4,132,2023-10
0000000531,FE-003,EC,2023-10-15,2828.9,1781.7,KG,X,EC-D4,132,2023-10
0000000532,FE-004,EC,2023-10-15,353.6,314.9,KG,X,EC-D4,132,2023-10
0000000533,FE-001,EC,2023-10-15,10343.3,9817.5,KG,X,EC-D4,133,2023-10
0000000534,FE-002,EC,2023-10-15,2546.0,1655.8,KG,X,EC-D4,133,2023-10
0000000535,FE-003,EC,2023-10-15,1909.5,1706.9,KG,X,EC-D4,133,2023-10
0000000536,FE-004,EC,2023-10-15,238.7,183.5,KG,X,EC-D4,133,2023-10
0000000537,FE-001,EC,2023-10-15,15942.8,13366.1,KG,X,EC-D4,134,2023-10
0000000538,FE-002,EC,2023-10-15,3924.4,4053.3,KG,X,EC-D4,134,2023-10
0000000539,FE-003,EC,2023-10-15,2943.3,2519.5,KG,X,EC-D4,134,2023-10
0000000540,FE-004,EC,2023-10-15,367.9,286.5,KG,X,EC-D4,134,2023-10
0000000541,FE-001,EC,2023-10-15,12355.4,8126.0,KG,X,EC-D4,135,2023-10
0000000542,FE-002,EC,2023-10-15,3041.3,3289.2,KG,X,EC-D4,135,2023-10
0000000543,FE-003,EC,2023-10-15,2281.0,2000.6,KG,X,EC-D4,135,2023-10
0000000544,FE-004,EC,2023-10-15,285.1,273.6,KG,X,EC-D4,135,2023-10
0000000545,FE-001,EC,2023-10-15,14967.3,10793.4,KG,X,EC-D4,136,2023-10
0000000546,FE-002,EC,2023-10-15,3684.2,2099.8,KG,X,EC-D4,136,2023-10
0000000547,FE-003,EC,2023-10-15,2763.2,1942.5,KG,X,EC-D4,136,2023-10
0000000548,FE-004,EC,2023-10-15,345.4,334.2,KG,X,EC-D4,136,2023-10
0000000549,FE-001,EC,2023-10-15,13938.8,13539.2,KG,X,EC-D4,137,2023-10
0000000550,FE-002,EC,2023-10-15,3431.1,2565.3,KG,X,EC-D4,137,2023-10
0000000551,FE-003,EC,2023-10-15,2573.3,2038.7,KG,X,EC-D4,137,2023-10
0000000552,FE-004,EC,2023-10-15,321.7,360.3,KG,X,EC-D4,137,2023-10
0000000553,FE-001,EC,2023-10-15,17574.5,15682.5,KG,X,EC-D4,138,2023-10
0000000554,FE-002,EC,2023-10-15,4326.0,4471.6,KG,X,EC-D4,138,2023-10
0000000555,FE-003,EC,2023-10-15,3244.5,2908.7,KG,X,EC-D4,138,2023-10
0000000556,FE-004,EC,2023-10-15,405.6,287.8,KG,X,EC-D4,138,2023-10
0000000557,FE-001,EC,2023-10-15,10401.3,4308.0,KG,X,EC-D4,139,2023-10
0000000558,FE-002,EC,2023-10-15,2560.3,2849.8,KG,X,EC-D4,139,2023-10
0000000559,FE-003,EC,2023-10-15,1920.2,2013.7,KG,X,EC-D4,139,2023-10
0000000560,FE-004,EC,2023-10-15,240.0,150.4,KG,X,EC-D4,139,2023-10
0000000561,FE-001,EC,2023-10-15,12029.1,11365.0,KG,X,EC-D4,140,2023-10
0000000562,FE-002,EC,2023-10-15,2961.0,2108.9,KG,X,EC-D4,140,2023-10
0000000563,FE-003,EC,2023-10-15,2220.8,2126.9,KG,X,EC-D4,140,2023-10
0000000564,FE-004,EC,2023-10-15,277.6,108.3,KG,X,EC-D4,140,2023-10
0000000565,FE-001,EC,2023-10-15,12917.8,7909.8,KG,X,EC-D4,141,2023-10
0000000566,FE-002,EC,2023-10-15,3179.8,2382.9,KG,X,EC-D4,141,2023-10
0000000567,FE-003,EC,2023-10-15,2384.8,2336.8,KG,X,EC-D4,141,2023-10
0000000568,FE-004,EC,2023-10-15,298.1,288.7,KG,X,EC-D4,141,2023-10
0000000569,FE-001,EC,2023-10-15,11342.9,8954.7,KG,X,EC-D4,142,2023-10
0000000570,FE-002,EC,2023-10-15,2792.1,2168.3,KG,X,EC-D4,142,2023-10
0000000571,FE-003,EC,2023-10-15,2094.1,2140.0,KG,X,EC-D4,142,2023-10
0000000572,FE-004,EC,2023-10-15,261.8,293.2,KG,X,EC-D4,142,2023-10
0000000573,FE-001,EC,2023-10-15,11102.8,6159.0,KG,X,EC-D4,143,2023-10
0000000574,FE-002,EC,2023-10-15,2733.0,2427.7,KG,X,EC-D4,143,2023-10
0000000575,FE-003,EC,2023-10-15,2049.7,2295.7,KG,X,EC-D4,143,2023-10
0000000576,FE-004,EC,2023-10-15,256.2,252.3,KG,X,EC-D4,143,2023-10
0000000577,FE-001,EC,2023-10-15,11811.5,10414.0,KG,X,EC-D4,144,2023-10
0000000578,FE-002,EC,2023-10-15,2907.4,2412.5,KG,X,EC-D4,144,2023-10
0000000579,FE-003,EC,2023-10-15,2180.6,1895.1,KG,X,EC-D4,144,2023-10
0000000580,FE-004,EC,2023-10-15,272.6,183.4,KG,X,EC-D4,144,2023-10
