# SYNTHETIC. Dispatch orders: the plan side of the trip ledger. Planned tonnes are the harvest plan's bunches at the block's bunch weight, split across the vehicles that went; actual is what the weighbridge weighed (ec_weighbridge.csv), so the gap is harvest shortfall and shrinkage together. Stands in for the SAP PM vehicle trip plan.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to,driver_id,route_code
WO-2025-0103-D-022,2025-01-03,dispatch,evacuation,3,101,TR-03,3,3,10.69,10.46,tonnes,0.79,0.79,completed,11:31,16:36,,D-09/D-10/D-19,R-03
WO-2025-0103-D-023,2025-01-03,dispatch,evacuation,3,102,TR-07,2,2,6.96,6.44,tonnes,0.56,0.56,completed,12:45,16:52,,D-12/D-20,R-03
WO-2025-0103-D-024,2025-01-03,dispatch,evacuation,3,104,TR-02,2,2,7.25,6.22,tonnes,0.65,0.65,completed,10:35,14:55,,D-03/D-20,R-03
WO-2025-0103-D-025,2025-01-03,dispatch,evacuation,3,109,TR-04,2,2,5.21,5.39,tonnes,0.3,0.3,completed,07:59,12:31,,D-09/D-17,R-03
WO-2025-0103-D-026,2025-01-03,dispatch,evacuation,3,369,MI-03,1,1,1.78,1.55,tonnes,0.23,0.23,completed,10:59,12:49,,D-02,R-03
WO-2025-0103-D-027,2025-01-03,dispatch,evacuation,3,75,DU-04,2,2,8.97,9.49,tonnes,0.53,0.53,completed,09:33,11:45,,D-14/D-18,R-03
WO-2025-0103-D-028,2025-01-03,dispatch,evacuation,3,76,DU-03,2,2,11.4,9.42,tonnes,0.53,0.53,partial,07:05,13:49,,D-02/D-09,R-03
WO-2025-0103-D-029,2025-01-03,dispatch,evacuation,3,78,MI-04,4,4,9.97,9.14,tonnes,0.91,0.91,completed,10:21,15:13,,D-06/D-11/D-14/D-15,R-03
WO-2025-0103-D-030,2025-01-03,dispatch,evacuation,3,80,DU-02,1,1,5.19,5.77,tonnes,0.27,0.27,completed,12:20,14:28,,D-05,R-03
WO-2025-0103-D-031,2025-01-03,dispatch,evacuation,3,83,DU-02,2,2,12.52,12.51,tonnes,0.42,0.42,completed,11:12,15:35,,D-08/D-15,R-03
WO-2025-0103-D-032,2025-01-03,dispatch,evacuation,3,87,TR-04,4,3,14.87,13.08,tonnes,0.98,0.74,completed,10:35,13:51,,D-03/D-06/D-15,R-03
WO-2025-0103-D-033,2025-01-03,dispatch,evacuation,3,89,MI-04,3,4,7.2,7.74,tonnes,0.79,1.06,completed,07:40,17:04,,D-14/D-16/D-17,R-03
WO-2025-0103-D-034,2025-01-03,dispatch,evacuation,3,91,TR-08,2,2,7.93,6.92,tonnes,0.45,0.45,completed,10:40,15:10,,D-17/D-20,R-03
WO-2025-0103-D-035,2025-01-03,dispatch,evacuation,3,93,TR-05,2,2,6.79,6.55,tonnes,0.65,0.65,completed,07:49,14:43,,D-02/D-09,R-03
WO-2025-0103-D-036,2025-01-03,dispatch,evacuation,4,122,TR-08,2,2,6.02,5.71,tonnes,0.5,0.5,completed,07:06,11:44,,D-03/D-14,R-04
WO-2025-0103-D-037,2025-01-03,dispatch,evacuation,4,123,DU-02,1,1,2.87,2.99,tonnes,0.26,0.26,completed,10:10,12:15,,D-05,R-04
WO-2025-0103-D-038,2025-01-03,dispatch,evacuation,4,130,TR-03,4,3,13.89,11.56,tonnes,0.96,0.72,partial,09:28,16:04,,D-02/D-16/D-20,R-04
WO-2025-0103-D-039,2025-01-03,dispatch,evacuation,4,142,MI-01,5,4,10.33,8.61,tonnes,1.65,1.32,partial,08:56,17:13,,D-05/D-09/D-11/D-15,R-04
WO-2025-0103-D-040,2025-01-03,dispatch,evacuation,4,144,TR-06,2,2,6.94,7.83,tonnes,0.68,0.68,completed,08:06,16:53,,D-02/D-10,R-04
WO-2025-0103-D-041,2025-01-03,dispatch,evacuation,4,152,DU-03,3,3,15.23,17.14,tonnes,0.95,0.95,completed,09:38,15:58,,D-08/D-15,R-04
WO-2025-0103-D-042,2025-01-03,dispatch,evacuation,4,155,TR-04,3,4,13.29,14.39,tonnes,0.77,1.02,completed,08:28,14:38,,D-08/D-11/D-12,R-04
WO-2025-0103-D-043,2025-01-03,dispatch,evacuation,5,168,TR-07,2,3,8.73,9.84,tonnes,0.72,1.07,completed,11:26,15:50,,D-02/D-05/D-17,R-05
WO-2025-0103-D-044,2025-01-03,dispatch,evacuation,5,179,DU-02,2,2,9.49,9.75,tonnes,0.68,0.68,completed,12:25,16:20,,D-12/D-14,R-05
WO-2025-0103-D-045,2025-01-03,dispatch,evacuation,5,181,DU-05,2,2,10.76,10.39,tonnes,0.43,0.43,completed,09:20,16:13,,D-04/D-11,R-05
WO-2025-0103-D-046,2025-01-03,dispatch,evacuation,5,189,TR-03,3,3,10.47,9.64,tonnes,0.73,0.73,completed,09:20,14:39,,D-02/D-05/D-06,R-05
WO-2025-0103-D-047,2025-01-03,dispatch,evacuation,5,193,TR-08,3,3,11.17,10.02,tonnes,0.77,0.77,completed,08:02,11:27,,D-02/D-04/D-14,R-05
WO-2025-0103-D-048,2025-01-03,dispatch,evacuation,6,204,DU-03,2,2,11.16,11.79,tonnes,0.54,0.54,completed,10:46,15:30,,D-09/D-16,R-06
WO-2025-0103-D-049,2025-01-03,dispatch,evacuation,6,210,TR-04,3,3,9.77,10.07,tonnes,1.11,1.11,completed,07:41,17:51,,D-03/D-04/D-18,R-06
WO-2025-0103-D-050,2025-01-03,dispatch,evacuation,6,230,DU-02,2,2,11.35,8.27,tonnes,0.53,0.53,partial,09:03,15:04,,D-05/D-12,R-06
WO-2025-0103-D-051,2025-01-03,dispatch,evacuation,6,251,TR-06,2,2,6.84,7.17,tonnes,0.65,0.65,completed,09:29,12:13,,D-08/D-12,R-06
WO-2025-0103-D-052,2025-01-03,dispatch,evacuation,6,252,TR-02,4,4,15.0,14.09,tonnes,1.18,1.18,completed,08:06,17:08,,D-03/D-04/D-09/D-10,R-06
WO-2025-0103-D-053,2025-01-03,dispatch,evacuation,6,253,TR-02,2,2,7.12,8.0,tonnes,0.72,0.72,completed,08:59,15:45,,D-06/D-18,R-06
WO-2025-0103-D-054,2025-01-03,dispatch,evacuation,6,254,MI-04,4,4,9.57,8.09,tonnes,1.05,1.05,partial,09:19,16:19,,D-06/D-11/D-15/D-18,R-06
WO-2025-0103-D-055,2025-01-03,dispatch,evacuation,6,265,MI-01,4,3,7.57,7.22,tonnes,1.15,0.86,completed,11:16,15:31,,D-05/D-11/D-12,R-06
WO-2025-0103-D-056,2025-01-03,dispatch,evacuation,6,266,DU-03,3,2,14.79,11.48,tonnes,1.36,0.91,partial,14:04,17:47,,D-01/D-17,R-06
WO-2025-0103-D-057,2025-01-03,dispatch,evacuation,6,268,TR-01,5,4,18.88,14.81,tonnes,1.13,0.9,partial,07:02,14:05,,D-01/D-12/D-14/D-16,R-06
WO-2025-0103-D-058,2025-01-03,dispatch,evacuation,7,300,TR-01,2,2,5.03,4.85,tonnes,0.51,0.51,completed,10:44,16:11,,D-07/D-10,R-07
WO-2025-0103-D-059,2025-01-03,dispatch,evacuation,7,302,TR-03,2,2,6.38,7.13,tonnes,0.48,0.48,completed,09:39,15:24,,D-15/D-20,R-07
WO-2025-0103-D-060,2025-01-03,dispatch,evacuation,7,311,DU-03,2,2,11.88,12.08,tonnes,0.57,0.57,completed,10:49,15:37,,D-06/D-07,R-07
WO-2025-0103-D-061,2025-01-03,dispatch,evacuation,7,328,DU-02,2,2,9.21,8.44,tonnes,0.59,0.59,completed,08:05,10:32,,D-02/D-14,R-07
WO-2025-0103-D-062,2025-01-03,dispatch,evacuation,7,330,MI-04,3,4,6.78,7.48,tonnes,0.8,1.06,completed,08:21,14:56,,D-03/D-15/D-17/D-19,R-07
WO-2025-0103-D-063,2025-01-03,dispatch,evacuation,7,341,MI-04,4,3,7.61,5.58,tonnes,1.44,1.08,partial,07:26,17:37,,D-02/D-07/D-15,R-07
WO-2025-0103-D-064,2025-01-03,dispatch,evacuation,7,342,TR-03,3,2,10.44,7.5,tonnes,0.67,0.45,partial,08:31,11:21,,D-10/D-12,R-07
WO-2025-0104-D-001,2025-01-04,dispatch,evacuation,1,11,TR-05,2,2,7.28,7.16,tonnes,0.4,0.4,completed,07:31,12:23,,D-12/D-18,R-01
WO-2025-0104-D-002,2025-01-04,dispatch,evacuation,1,12,MI-04,4,4,9.22,9.62,tonnes,0.75,0.75,completed,08:03,13:05,,D-09/D-14/D-17/D-19,R-01
WO-2025-0104-D-003,2025-01-04,dispatch,evacuation,1,13,MI-04,4,4,9.21,7.87,tonnes,0.82,0.82,completed,08:39,11:20,,D-06/D-10/D-11,R-01
WO-2025-0104-D-004,2025-01-04,dispatch,evacuation,1,24,DU-03,2,1,7.73,6.6,tonnes,0.28,0.14,completed,13:24,14:30,,D-08,R-01
WO-2025-0104-D-005,2025-01-04,dispatch,evacuation,1,25,DU-01,2,2,11.01,9.48,tonnes,0.59,0.59,completed,08:04,11:12,,D-09/D-13,R-01
WO-2025-0104-D-006,2025-01-04,dispatch,evacuation,1,27,MI-04,3,3,6.71,6.34,tonnes,0.59,0.59,completed,08:37,16:28,,D-14/D-15/D-18,R-01
WO-2025-0104-D-007,2025-01-04,dispatch,evacuation,1,33,MI-03,3,3,7.09,5.08,tonnes,0.78,0.78,partial,07:15,12:46,,D-03/D-12/D-17,R-01
WO-2025-0104-D-008,2025-01-04,dispatch,evacuation,1,36,MI-02,4,3,8.16,5.74,tonnes,1.05,0.79,partial,07:52,16:35,,D-03/D-06/D-13,R-01
WO-2025-0104-D-009,2025-01-04,dispatch,evacuation,1,39,TR-01,3,2,9.79,6.94,tonnes,0.7,0.47,partial,09:18,13:28,,D-14,R-01
WO-2025-0104-D-010,2025-01-04,dispatch,evacuation,1,6,DU-01,1,1,2.89,1.95,tonnes,0.28,0.28,partial,14:46,17:03,,D-17,R-01
WO-2025-0104-D-011,2025-01-04,dispatch,evacuation,2,45,TR-07,2,2,8.51,6.15,tonnes,0.35,0.35,partial,09:38,14:25,,D-02/D-05,R-02
WO-2025-0104-D-012,2025-01-04,dispatch,evacuation,2,49,TR-04,3,2,9.84,8.28,tonnes,0.58,0.39,partial,09:07,13:40,,D-02/D-17,R-02
WO-2025-0104-D-013,2025-01-04,dispatch,evacuation,2,54,MI-03,5,3,10.06,7.37,tonnes,1.14,0.68,partial,09:51,14:16,,D-01/D-12/D-16,R-02
WO-2025-0104-D-014,2025-01-04,dispatch,evacuation,2,57,DU-04,2,2,9.23,8.0,tonnes,0.53,0.53,completed,10:48,15:53,,D-03/D-14,R-02
WO-2025-0104-D-015,2025-01-04,dispatch,evacuation,2,58,DU-05,2,1,8.27,6.87,tonnes,0.64,0.32,partial,12:43,15:17,,D-17,R-02
WO-2025-0104-D-016,2025-01-04,dispatch,evacuation,2,59,MI-04,5,4,11.91,9.12,tonnes,1.49,1.19,partial,07:46,15:21,,D-03/D-07/D-11,R-02
WO-2025-0104-D-017,2025-01-04,dispatch,evacuation,2,63,DU-01,2,2,7.82,8.02,tonnes,0.42,0.42,completed,08:34,16:35,,D-07/D-11,R-02
WO-2025-0104-D-018,2025-01-04,dispatch,evacuation,2,71,DU-02,1,1,5.98,6.53,tonnes,0.23,0.23,completed,11:23,13:12,,D-16,R-02
WO-2025-0104-D-019,2025-01-04,dispatch,evacuation,2,72,TR-08,2,2,6.75,5.51,tonnes,0.35,0.35,partial,09:20,12:34,,D-07/D-09,R-02
WO-2025-0104-D-020,2025-01-04,dispatch,evacuation,3,105,TR-05,2,2,7.25,4.99,tonnes,0.46,0.46,partial,08:46,11:38,,D-10/D-13,R-03
WO-2025-0104-D-021,2025-01-04,dispatch,evacuation,3,106,TR-03,1,1,3.37,3.25,tonnes,0.3,0.3,completed,11:51,14:16,,D-04,R-03
WO-2025-0104-D-022,2025-01-04,dispatch,evacuation,3,112,DU-04,2,2,11.38,8.87,tonnes,0.43,0.43,partial,10:56,16:03,,D-04/D-08,R-03
WO-2025-0104-D-023,2025-01-04,dispatch,evacuation,3,114,TR-05,2,2,6.55,5.54,tonnes,0.75,0.75,partial,09:00,16:06,,D-11/D-17,R-03
WO-2025-0104-D-024,2025-01-04,dispatch,evacuation,3,118,TR-08,1,1,3.59,3.1,tonnes,0.26,0.26,completed,14:06,16:12,,D-14,R-03
WO-2025-0104-D-025,2025-01-04,dispatch,evacuation,3,84,DU-01,3,2,18.4,13.26,tonnes,0.95,0.64,partial,10:27,17:11,,D-14/D-17,R-03
WO-2025-0104-D-026,2025-01-04,dispatch,evacuation,3,88,TR-04,3,2,9.68,7.92,tonnes,1.09,0.72,partial,13:36,17:25,,D-07/D-10,R-03
WO-2025-0104-D-027,2025-01-04,dispatch,evacuation,3,95,DU-01,2,2,12.87,11.51,tonnes,0.38,0.38,completed,09:41,13:22,,D-02/D-09,R-03
WO-2025-0104-D-028,2025-01-04,dispatch,evacuation,4,128,DU-05,3,2,17.36,11.77,tonnes,0.62,0.42,partial,10:31,15:03,,D-04/D-18,R-04
WO-2025-0104-D-029,2025-01-04,dispatch,evacuation,4,131,MI-01,7,7,17.47,15.91,tonnes,2.13,2.13,completed,07:02,15:59,,D-05/D-08/D-09/D-10/D-13/D-16/D-20,R-04
WO-2025-0104-D-030,2025-01-04,dispatch,evacuation,4,138,TR-05,3,2,10.51,8.43,tonnes,0.96,0.64,partial,10:51,16:29,,D-03/D-18,R-04
WO-2025-0104-D-031,2025-01-04,dispatch,evacuation,4,140,MI-01,6,5,14.59,10.5,tonnes,1.8,1.5,partial,09:38,17:11,,D-07/D-08/D-10/D-13,R-04
WO-2025-0104-D-032,2025-01-04,dispatch,evacuation,4,143,MI-03,7,6,16.74,14.17,tonnes,2.3,1.97,partial,09:46,17:12,,D-04/D-07/D-09/D-10/D-11,R-04
WO-2025-0104-D-033,2025-01-04,dispatch,evacuation,4,151,TR-07,4,3,15.14,12.77,tonnes,0.98,0.74,partial,10:56,16:36,,D-05/D-08/D-12,R-04
WO-2025-0104-D-034,2025-01-04,dispatch,evacuation,4,159,DU-05,3,2,16.38,12.97,tonnes,0.98,0.65,partial,09:33,16:35,,D-05/D-19,R-04
WO-2025-0104-D-035,2025-01-04,dispatch,evacuation,4,160,TR-03,5,4,20.42,17.28,tonnes,1.35,1.08,partial,09:51,16:53,,D-11/D-16/D-18,R-04
WO-2025-0104-D-036,2025-01-04,dispatch,evacuation,5,172,TR-06,3,3,11.59,10.2,tonnes,0.9,0.9,completed,09:12,16:20,,D-10/D-14/D-20,R-05
WO-2025-0104-D-037,2025-01-04,dispatch,evacuation,5,173,DU-05,2,2,8.03,6.96,tonnes,0.47,0.47,completed,11:46,16:32,,D-16,R-05
WO-2025-0104-D-038,2025-01-04,dispatch,evacuation,5,190,MI-04,7,6,17.49,14.24,tonnes,1.81,1.56,partial,09:02,16:18,,D-04/D-17/D-18/D-19,R-05
WO-2025-0104-D-039,2025-01-04,dispatch,evacuation,5,196,TR-01,3,3,9.38,8.76,tonnes,0.73,0.73,completed,11:27,14:00,,D-04/D-12/D-15,R-05
WO-2025-0104-D-040,2025-01-04,dispatch,evacuation,6,208,TR-03,3,2,9.63,6.32,tonnes,1.1,0.73,partial,09:56,16:04,,D-04/D-10,R-06
WO-2025-0104-D-041,2025-01-04,dispatch,evacuation,6,257,MI-02,5,5,10.68,10.79,tonnes,1.31,1.31,completed,07:54,16:25,,D-02/D-12/D-13/D-17/D-20,R-06
WO-2025-0104-D-042,2025-01-04,dispatch,evacuation,6,260,DU-04,2,2,8.26,8.14,tonnes,0.58,0.58,completed,08:53,16:31,,D-01/D-18,R-06
WO-2025-0104-D-043,2025-01-04,dispatch,evacuation,6,267,TR-03,2,2,8.89,8.23,tonnes,0.59,0.59,completed,08:48,13:19,,D-03/D-17,R-06
WO-2025-0104-D-044,2025-01-04,dispatch,evacuation,6,272,TR-01,3,3,13.08,11.23,tonnes,0.95,0.95,completed,09:15,16:47,,D-01/D-02/D-14,R-06
WO-2025-0104-D-045,2025-01-04,dispatch,evacuation,7,295,DU-05,2,2,8.03,7.49,tonnes,0.51,0.51,completed,08:26,16:56,,D-07/D-08,R-07
WO-2025-0104-D-046,2025-01-04,dispatch,evacuation,7,296,TR-05,2,2,8.58,7.84,tonnes,0.66,0.66,completed,08:36,14:12,,D-04/D-13,R-07
WO-2025-0104-D-047,2025-01-04,dispatch,evacuation,7,297,TR-03,2,2,8.74,7.25,tonnes,0.45,0.45,partial,08:16,10:54,,D-02/D-17,R-07
WO-2025-0104-D-048,2025-01-04,dispatch,evacuation,7,309,TR-02,3,2,9.12,6.04,tonnes,0.71,0.47,partial,09:14,16:14,,D-02/D-10,R-07
WO-2025-0104-D-049,2025-01-04,dispatch,evacuation,7,338,DU-03,2,2,11.03,6.96,tonnes,0.58,0.58,partial,09:38,15:02,,D-01/D-15,R-07
WO-2025-0105-D-001,2025-01-05,dispatch,evacuation,1,14,TR-08,3,2,9.18,6.05,tonnes,1.09,0.73,partial,11:14,17:44,,D-07/D-16,R-01
WO-2025-0105-D-002,2025-01-05,dispatch,evacuation,1,3,TR-08,2,1,7.53,3.35,tonnes,0.48,0.24,partial,10:22,12:18,,D-07,R-01
WO-2025-0105-D-003,2025-01-05,dispatch,evacuation,1,4,TR-02,2,1,7.87,3.44,tonnes,0.33,0.16,partial,12:34,13:52,,D-09,R-01
WO-2025-0105-D-004,2025-01-05,dispatch,evacuation,2,52,TR-05,3,2,11.98,6.56,tonnes,0.88,0.59,partial,07:26,12:36,,D-10/D-15,R-02
WO-2025-0105-D-005,2025-01-05,dispatch,evacuation,2,65,MI-01,4,2,7.61,4.07,tonnes,0.96,0.48,partial,07:14,13:47,,D-05/D-07,R-02
WO-2025-0105-D-006,2025-01-05,dispatch,evacuation,2,67,TR-06,4,2,14.85,6.96,tonnes,0.99,0.5,partial,08:18,15:37,,D-04/D-18,R-02
WO-2025-0105-D-007,2025-01-05,dispatch,evacuation,2,73,TR-05,3,2,9.01,5.36,tonnes,0.87,0.58,partial,08:21,13:14,,D-06/D-19,R-02
WO-2025-0105-D-008,2025-01-05,dispatch,evacuation,2,74,DU-02,2,2,13.81,9.29,tonnes,0.39,0.39,partial,08:32,16:28,,D-01/D-11,R-02
WO-2025-0105-D-009,2025-01-05,dispatch,evacuation,3,100,DU-04,3,2,14.88,9.16,tonnes,0.55,0.37,partial,13:03,15:47,,D-09/D-12,R-03
WO-2025-0105-D-010,2025-01-05,dispatch,evacuation,3,103,MI-02,3,3,7.36,5.85,tonnes,0.71,0.71,partial,08:58,13:14,,D-04/D-13/D-14,R-03
WO-2025-0105-D-011,2025-01-05,dispatch,evacuation,3,107,TR-06,4,3,14.36,9.6,tonnes,0.91,0.68,partial,07:49,16:27,,D-07/D-10/D-11,R-03
WO-2025-0105-D-012,2025-01-05,dispatch,evacuation,3,98,DU-01,3,2,17.14,10.86,tonnes,0.73,0.49,partial,09:45,13:03,,D-09/D-10,R-03
WO-2025-0105-D-013,2025-01-05,dispatch,evacuation,4,129,DU-05,3,2,14.77,8.28,tonnes,1.25,0.83,partial,12:26,17:20,,D-04/D-20,R-04
WO-2025-0105-D-014,2025-01-05,dispatch,evacuation,4,133,TR-02,4,4,16.4,13.34,tonnes,1.07,1.07,partial,08:24,14:20,,D-01/D-03/D-16/D-17,R-04
WO-2025-0105-D-015,2025-01-05,dispatch,evacuation,4,134,TR-01,4,3,14.25,13.04,tonnes,1.26,0.95,completed,10:31,17:01,,D-12/D-13/D-19,R-04
WO-2025-0105-D-016,2025-01-05,dispatch,evacuation,4,136,TR-02,3,3,11.28,11.7,tonnes,0.86,0.86,completed,08:16,15:35,,D-09/D-14/D-16,R-04
WO-2025-0105-D-017,2025-01-05,dispatch,evacuation,4,137,MI-03,6,6,12.68,12.66,tonnes,1.64,1.64,completed,08:00,14:24,,D-01/D-07/D-09/D-11/D-15/D-17,R-04
WO-2025-0105-D-018,2025-01-05,dispatch,evacuation,4,140,MI-04,6,5,13.19,10.58,tonnes,1.12,0.93,partial,07:49,16:19,,D-06/D-08/D-14/D-17/D-18,R-04
WO-2025-0105-D-019,2025-01-05,dispatch,evacuation,4,148,TR-03,4,2,16.69,8.48,tonnes,1.31,0.66,partial,07:42,15:31,,D-12/D-16,R-04
WO-2025-0105-D-020,2025-01-05,dispatch,evacuation,5,169,MI-02,5,4,12.08,8.18,tonnes,1.41,1.12,partial,07:18,17:02,,D-05/D-11/D-16/D-20,R-05
WO-2025-0105-D-021,2025-01-05,dispatch,evacuation,5,176,MI-04,6,4,13.02,8.55,tonnes,1.8,1.2,partial,08:13,17:19,,D-07/D-08/D-14/D-17,R-05
WO-2025-0105-D-022,2025-01-05,dispatch,evacuation,5,189,TR-06,5,3,18.29,9.61,tonnes,1.24,0.74,partial,11:28,16:40,,D-01/D-06/D-08,R-05
WO-2025-0105-D-023,2025-01-05,dispatch,evacuation,5,198,TR-01,3,2,10.87,4.97,tonnes,0.98,0.66,partial,10:27,16:41,,D-16/D-19,R-05
WO-2025-0105-D-024,2025-01-05,dispatch,evacuation,6,203,MI-02,8,5,17.56,10.51,tonnes,2.08,1.3,partial,07:45,13:38,,D-04/D-07/D-09/D-10,R-06
WO-2025-0105-D-025,2025-01-05,dispatch,evacuation,6,205,MI-02,4,3,8.87,6.28,tonnes,1.07,0.81,partial,11:04,15:40,,D-07/D-15,R-06
WO-2025-0105-D-026,2025-01-05,dispatch,evacuation,6,223,TR-08,3,2,10.51,8.79,tonnes,1.25,0.83,partial,10:48,16:13,,D-15/D-17,R-06
WO-2025-0105-D-027,2025-01-05,dispatch,evacuation,6,246,DU-01,2,2,8.91,6.99,tonnes,0.47,0.47,partial,07:19,16:18,,D-01/D-07,R-06
WO-2025-0105-D-028,2025-01-05,dispatch,evacuation,6,250,DU-05,2,2,8.87,6.77,tonnes,0.54,0.54,partial,10:04,17:02,,D-10/D-11,R-06
WO-2025-0105-D-029,2025-01-05,dispatch,evacuation,6,253,TR-05,3,2,12.17,7.96,tonnes,0.95,0.63,partial,07:40,17:14,,D-10/D-19,R-06
WO-2025-0105-D-030,2025-01-05,dispatch,evacuation,6,261,DU-03,3,2,16.0,13.57,tonnes,0.55,0.37,partial,11:16,13:58,,D-12/D-13,R-06
WO-2025-0105-D-031,2025-01-05,dispatch,evacuation,6,263,DU-05,2,2,11.9,10.91,tonnes,0.55,0.55,completed,07:57,14:22,,D-05/D-11,R-06
WO-2025-0105-D-032,2025-01-05,dispatch,evacuation,6,380,TR-06,5,3,18.31,10.51,tonnes,1.24,0.74,partial,07:48,15:09,,D-03/D-14/D-15,R-06
WO-2025-0105-D-033,2025-01-05,dispatch,evacuation,7,289,DU-04,2,1,10.63,5.84,tonnes,0.52,0.26,partial,12:14,14:18,,D-15,R-07
WO-2025-0105-D-034,2025-01-05,dispatch,evacuation,7,292,DU-01,3,2,16.34,10.09,tonnes,0.76,0.5,partial,07:46,09:55,,D-01/D-16,R-07
WO-2025-0105-D-035,2025-01-05,dispatch,evacuation,7,303,TR-05,4,2,16.06,8.37,tonnes,1.08,0.54,partial,07:24,09:36,,D-01/D-16,R-07
WO-2025-0105-D-036,2025-01-05,dispatch,evacuation,7,331,TR-06,5,3,19.26,11.11,tonnes,1.22,0.73,partial,08:47,15:49,,D-12/D-16/D-17,R-07
WO-2025-0105-D-037,2025-01-05,dispatch,evacuation,7,339,DU-02,2,2,12.04,9.22,tonnes,0.82,0.82,partial,10:04,15:34,,D-08/D-20,R-07
WO-2025-0105-D-038,2025-01-05,dispatch,evacuation,7,341,TR-06,2,2,5.96,5.55,tonnes,0.54,0.54,completed,09:13,13:01,,D-05/D-20,R-07
WO-2025-0105-D-039,2025-01-05,dispatch,evacuation,7,343,MI-04,4,4,8.64,7.9,tonnes,1.17,1.17,completed,09:07,15:24,,D-03/D-16/D-18/D-20,R-07
WO-2025-0105-D-040,2025-01-05,dispatch,evacuation,7,345,TR-02,3,3,10.49,11.72,tonnes,0.78,0.78,completed,07:57,16:09,,D-06/D-12/D-19,R-07
WO-2025-0105-D-041,2025-01-05,dispatch,evacuation,7,348,DU-04,2,3,13.29,13.76,tonnes,0.54,0.8,completed,08:13,13:09,,D-07/D-13/D-19,R-07
WO-2025-0106-D-001,2025-01-06,dispatch,evacuation,1,11,TR-04,2,2,6.5,7.19,tonnes,0.43,0.43,completed,12:01,16:19,,D-06/D-12,R-01
WO-2025-0106-D-002,2025-01-06,dispatch,evacuation,1,15,DU-05,2,2,9.62,8.34,tonnes,0.65,0.65,completed,10:41,17:07,,D-09,R-01
WO-2025-0106-D-003,2025-01-06,dispatch,evacuation,1,16,TR-06,2,2,5.23,5.18,tonnes,0.42,0.42,completed,07:56,11:23,,D-03/D-13,R-01
WO-2025-0106-D-004,2025-01-06,dispatch,evacuation,1,17,TR-05,1,2,4.37,4.54,tonnes,0.13,0.26,completed,07:00,08:37,,D-14/D-19,R-01
WO-2025-0106-D-005,2025-01-06,dispatch,evacuation,1,21,MI-03,3,3,6.97,6.87,tonnes,0.9,0.9,completed,11:52,16:28,,D-01/D-09/D-16,R-01
WO-2025-0106-D-006,2025-01-06,dispatch,evacuation,1,22,TR-07,2,2,6.19,6.22,tonnes,0.58,0.58,completed,08:11,10:51,,D-13,R-01
WO-2025-0106-D-007,2025-01-06,dispatch,evacuation,1,29,MI-03,5,4,10.9,7.65,tonnes,1.31,1.05,partial,08:20,12:15,,D-05/D-08/D-17/D-18,R-01
WO-2025-0106-D-008,2025-01-06,dispatch,evacuation,1,30,MI-01,2,2,4.53,4.3,tonnes,0.56,0.56,completed,08:54,17:07,,D-01/D-16,R-01
WO-2025-0106-D-009,2025-01-06,dispatch,evacuation,1,31,MI-01,3,2,6.11,4.73,tonnes,0.59,0.4,partial,07:13,14:22,,D-01/D-19,R-01
WO-2025-0106-D-010,2025-01-06,dispatch,evacuation,1,32,MI-01,3,2,5.22,4.51,tonnes,0.63,0.42,completed,09:34,15:39,,D-12/D-19,R-01
WO-2025-0106-D-011,2025-01-06,dispatch,evacuation,1,39,DU-01,2,2,8.2,6.99,tonnes,0.45,0.45,completed,09:31,12:23,,D-14/D-17,R-01
WO-2025-0106-D-012,2025-01-06,dispatch,evacuation,1,5,TR-04,1,1,2.0,2.12,tonnes,0.24,0.24,completed,12:56,14:49,,D-20,R-01
WO-2025-0106-D-013,2025-01-06,dispatch,evacuation,2,42,MI-01,3,3,7.07,6.65,tonnes,0.81,0.81,completed,09:24,13:23,,D-02/D-10/D-20,R-02
WO-2025-0106-D-014,2025-01-06,dispatch,evacuation,2,50,TR-04,2,2,5.3,5.24,tonnes,0.57,0.57,completed,10:54,14:05,,D-04/D-06,R-02
WO-2025-0106-D-015,2025-01-06,dispatch,evacuation,2,51,TR-05,2,2,8.75,7.37,tonnes,0.48,0.48,partial,09:28,16:49,,D-09/D-14,R-02
WO-2025-0106-D-016,2025-01-06,dispatch,evacuation,2,53,DU-02,1,1,5.52,5.47,tonnes,0.16,0.16,completed,11:31,12:47,,D-13,R-02
WO-2025-0106-D-017,2025-01-06,dispatch,evacuation,2,62,TR-07,4,3,17.47,12.58,tonnes,1.32,0.99,partial,13:39,17:32,,D-10/D-13/D-18,R-02
WO-2025-0106-D-018,2025-01-06,dispatch,evacuation,3,101,TR-01,3,3,11.39,10.53,tonnes,0.75,0.75,completed,08:10,16:34,,D-06/D-07/D-09,R-03
WO-2025-0106-D-019,2025-01-06,dispatch,evacuation,3,110,TR-03,3,3,10.04,9.52,tonnes,0.73,0.73,completed,07:48,13:28,,D-01/D-14/D-15,R-03
WO-2025-0106-D-020,2025-01-06,dispatch,evacuation,3,111,DU-03,2,2,7.21,7.87,tonnes,0.52,0.52,completed,11:19,14:00,,D-09/D-19,R-03
