# SYNTHETIC. Material documents: MATDOC. 101 goods receipt, 201 issue to cost centre, 261 issue to a PM order, 551 scrapped at a count, 701/702 count differences. From 2025-01-01 every issue carries the work order, trip day or PM order it came from; earlier issues were generated from the same drivers and carry none.
mblnr,zeile,budat,bwart,matnr,werks,lgort,menge,meins,shkzg,kostl,aufnr,block_code,rsnum,ebeln,ebelp
4900000284,0001,2023-06-30,701,FE-004,EC,CS01,6.37,KG,S,EC-STORE,,,,,
4900000285,0001,2023-06-30,101,FU-001,EC,CS01,8000,L,S,,,,,4500000013,00010
4900000286,0001,2023-06-30,201,FU-001,EC,CS01,105.5,L,H,EC-D1,,,,,
4900000287,0001,2023-06-30,201,FU-001,EC,CS01,105.1,L,H,EC-D2,,,,,
4900000288,0001,2023-06-30,201,FU-001,EC,CS01,109.8,L,H,EC-D3,,,,,
4900000289,0001,2023-06-30,201,FU-001,EC,CS01,160.9,L,H,EC-D4,,,,,
4900000290,0001,2023-06-30,201,FU-001,EC,CS01,111.0,L,H,EC-D5,,,,,
4900000291,0001,2023-06-30,201,FU-001,EC,CS01,161.4,L,H,EC-D6,,,,,
4900000292,0001,2023-06-30,201,FU-001,EC,CS01,116.4,L,H,EC-D7,,,,,
4900000293,0001,2023-06-30,201,FU-001,EC,CS01,574.9,L,H,EC-GEN,,,,,
4900000294,0001,2023-06-30,701,FU-001,EC,CS01,45.66,L,S,EC-STORE,,,,,
4900000295,0001,2023-06-30,201,SP-003,EC,CS01,1,EA,H,EC-WS,,,,,
4900000296,0001,2023-06-30,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900000297,0001,2023-07-01,201,AC-001,EC,CS01,114.9,L,H,EC-D6,,,,,
4900000298,0001,2023-07-01,201,AC-003,EC,CS01,4.57,L,H,EC-D7,,,,,
4900000299,0001,2023-07-01,201,FU-001,EC,CS01,108.8,L,H,EC-D1,,,,,
4900000300,0001,2023-07-01,201,FU-001,EC,CS01,101.6,L,H,EC-D2,,,,,
4900000301,0001,2023-07-01,201,FU-001,EC,CS01,133.5,L,H,EC-D3,,,,,
4900000302,0001,2023-07-01,201,FU-001,EC,CS01,171.2,L,H,EC-D4,,,,,
4900000303,0001,2023-07-01,201,FU-001,EC,CS01,99.9,L,H,EC-D5,,,,,
4900000304,0001,2023-07-01,201,FU-001,EC,CS01,114.1,L,H,EC-D6,,,,,
4900000305,0001,2023-07-01,201,FU-001,EC,CS01,138.8,L,H,EC-D7,,,,,
4900000306,0001,2023-07-01,201,FU-001,EC,CS01,589.0,L,H,EC-GEN,,,,,
4900000307,0001,2023-07-01,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900000308,0001,2023-07-01,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900000309,0001,2023-07-02,201,FU-001,EC,CS01,708.1,L,H,EC-GEN,,,,,
4900000310,0001,2023-07-03,201,AC-001,EC,CS01,105.7,L,H,EC-D3,,,,,
4900000311,0001,2023-07-03,201,FU-001,EC,CS01,131.0,L,H,EC-D1,,,,,
4900000312,0001,2023-07-03,201,FU-001,EC,CS01,95.2,L,H,EC-D2,,,,,
4900000313,0001,2023-07-03,201,FU-001,EC,CS01,135.7,L,H,EC-D3,,,,,
4900000314,0001,2023-07-03,201,FU-001,EC,CS01,154.3,L,H,EC-D4,,,,,
4900000315,0001,2023-07-03,201,FU-001,EC,CS01,97.0,L,H,EC-D5,,,,,
4900000316,0001,2023-07-03,201,FU-001,EC,CS01,135.3,L,H,EC-D6,,,,,
4900000317,0001,2023-07-03,201,FU-001,EC,CS01,130.0,L,H,EC-D7,,,,,
4900000318,0001,2023-07-03,201,FU-001,EC,CS01,679.8,L,H,EC-GEN,,,,,
4900000319,0001,2023-07-04,201,AC-001,EC,CS01,129.9,L,H,EC-D3,,,,,
4900000320,0001,2023-07-04,201,AC-002,EC,CS01,4.97,KG,H,EC-D3,,,,,
4900000321,0001,2023-07-04,201,FU-001,EC,CS01,115.9,L,H,EC-D1,,,,,
4900000322,0001,2023-07-04,201,FU-001,EC,CS01,119.7,L,H,EC-D2,,,,,
4900000323,0001,2023-07-04,201,FU-001,EC,CS01,110.1,L,H,EC-D3,,,,,
4900000324,0001,2023-07-04,201,FU-001,EC,CS01,132.6,L,H,EC-D4,,,,,
4900000325,0001,2023-07-04,201,FU-001,EC,CS01,142.1,L,H,EC-D5,,,,,
4900000326,0001,2023-07-04,201,FU-001,EC,CS01,132.6,L,H,EC-D6,,,,,
4900000327,0001,2023-07-04,201,FU-001,EC,CS01,140.2,L,H,EC-D7,,,,,
4900000328,0001,2023-07-04,201,FU-001,EC,CS01,644.6,L,H,EC-GEN,,,,,
4900000329,0001,2023-07-04,101,SP-001,EC,CS01,4,EA,S,,,,,4500000012,00010
4900000330,0001,2023-07-04,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900000331,0001,2023-07-05,201,FU-001,EC,CS01,119.6,L,H,EC-D1,,,,,
4900000332,0001,2023-07-05,201,FU-001,EC,CS01,87.0,L,H,EC-D2,,,,,
4900000333,0001,2023-07-05,201,FU-001,EC,CS01,141.6,L,H,EC-D3,,,,,
4900000334,0001,2023-07-05,201,FU-001,EC,CS01,174.3,L,H,EC-D4,,,,,
4900000335,0001,2023-07-05,201,FU-001,EC,CS01,114.3,L,H,EC-D5,,,,,
4900000336,0001,2023-07-05,201,FU-001,EC,CS01,156.2,L,H,EC-D6,,,,,
4900000337,0001,2023-07-05,201,FU-001,EC,CS01,115.3,L,H,EC-D7,,,,,
4900000338,0001,2023-07-05,201,FU-001,EC,CS01,690.8,L,H,EC-GEN,,,,,
4900000339,0001,2023-07-06,201,FU-001,EC,CS01,107.7,L,H,EC-D1,,,,,
4900000340,0001,2023-07-06,201,FU-001,EC,CS01,119.6,L,H,EC-D2,,,,,
4900000341,0001,2023-07-06,201,FU-001,EC,CS01,143.6,L,H,EC-D3,,,,,
4900000342,0001,2023-07-06,201,FU-001,EC,CS01,133.8,L,H,EC-D4,,,,,
4900000343,0001,2023-07-06,201,FU-001,EC,CS01,119.8,L,H,EC-D5,,,,,
4900000344,0001,2023-07-06,201,FU-001,EC,CS01,130.6,L,H,EC-D6,,,,,
4900000345,0001,2023-07-06,201,FU-001,EC,CS01,128.6,L,H,EC-D7,,,,,
4900000346,0001,2023-07-06,201,FU-001,EC,CS01,473.2,L,H,EC-GEN,,,,,
4900000347,0001,2023-07-06,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900000348,0001,2023-07-06,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900000349,0001,2023-07-06,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900000350,0001,2023-07-07,201,FU-001,EC,CS01,119.6,L,H,EC-D1,,,,,
4900000351,0001,2023-07-07,201,FU-001,EC,CS01,133.7,L,H,EC-D2,,,,,
4900000352,0001,2023-07-07,201,FU-001,EC,CS01,169.0,L,H,EC-D3,,,,,
4900000353,0001,2023-07-07,201,FU-001,EC,CS01,143.4,L,H,EC-D4,,,,,
4900000354,0001,2023-07-07,201,FU-001,EC,CS01,95.5,L,H,EC-D5,,,,,
4900000355,0001,2023-07-07,201,FU-001,EC,CS01,119.8,L,H,EC-D6,,,,,
4900000356,0001,2023-07-07,201,FU-001,EC,CS01,143.4,L,H,EC-D7,,,,,
4900000357,0001,2023-07-07,201,FU-001,EC,CS01,684.9,L,H,EC-GEN,,,,,
4900000358,0001,2023-07-07,101,SP-002,EC,CS01,5,EA,S,,,,,4500000005,00010
4900000359,0001,2023-07-08,201,AC-001,EC,CS01,115.0,L,H,EC-D3,,,,,
4900000360,0001,2023-07-08,201,FU-001,EC,CS01,116.3,L,H,EC-D1,,,,,
4900000361,0001,2023-07-08,201,FU-001,EC,CS01,101.0,L,H,EC-D2,,,,,
4900000362,0001,2023-07-08,201,FU-001,EC,CS01,170.6,L,H,EC-D3,,,,,
4900000363,0001,2023-07-08,201,FU-001,EC,CS01,145.3,L,H,EC-D4,,,,,
4900000364,0001,2023-07-08,201,FU-001,EC,CS01,131.4,L,H,EC-D5,,,,,
4900000365,0001,2023-07-08,201,FU-001,EC,CS01,137.5,L,H,EC-D6,,,,,
4900000366,0001,2023-07-08,201,FU-001,EC,CS01,117.3,L,H,EC-D7,,,,,
4900000367,0001,2023-07-08,201,FU-001,EC,CS01,758.3,L,H,EC-GEN,,,,,
4900000368,0001,2023-07-08,101,SP-006,EC,CS01,4,EA,S,,,,,4500000007,00010
4900000369,0001,2023-07-09,101,FU-001,EC,CS01,8000,L,S,,,,,4500000016,00010
4900000370,0001,2023-07-09,201,FU-001,EC,CS01,637.0,L,H,EC-GEN,,,,,
4900000371,0001,2023-07-10,201,AC-001,EC,CS01,120.4,L,H,EC-D3,,,,,
4900000372,0001,2023-07-10,201,AC-003,EC,CS01,2.74,L,H,EC-D5,,,,,
4900000373,0001,2023-07-10,201,FU-001,EC,CS01,102.0,L,H,EC-D1,,,,,
4900000374,0001,2023-07-10,201,FU-001,EC,CS01,119.6,L,H,EC-D2,,,,,
4900000375,0001,2023-07-10,201,FU-001,EC,CS01,146.4,L,H,EC-D3,,,,,
4900000376,0001,2023-07-10,201,FU-001,EC,CS01,178.2,L,H,EC-D4,,,,,
4900000377,0001,2023-07-10,201,FU-001,EC,CS01,107.4,L,H,EC-D5,,,,,
4900000378,0001,2023-07-10,201,FU-001,EC,CS01,162.5,L,H,EC-D6,,,,,
4900000379,0001,2023-07-10,201,FU-001,EC,CS01,149.7,L,H,EC-D7,,,,,
4900000380,0001,2023-07-10,201,FU-001,EC,CS01,620.2,L,H,EC-GEN,,,,,
4900000381,0001,2023-07-11,201,AC-001,EC,CS01,121.6,L,H,EC-D6,,,,,
4900000382,0001,2023-07-11,201,FU-001,EC,CS01,86.5,L,H,EC-D1,,,,,
4900000383,0001,2023-07-11,201,FU-001,EC,CS01,137.0,L,H,EC-D2,,,,,
4900000384,0001,2023-07-11,201,FU-001,EC,CS01,158.8,L,H,EC-D3,,,,,
4900000385,0001,2023-07-11,201,FU-001,EC,CS01,125.1,L,H,EC-D4,,,,,
4900000386,0001,2023-07-11,201,FU-001,EC,CS01,114.2,L,H,EC-D5,,,,,
4900000387,0001,2023-07-11,201,FU-001,EC,CS01,151.6,L,H,EC-D6,,,,,
4900000388,0001,2023-07-11,201,FU-001,EC,CS01,149.5,L,H,EC-D7,,,,,
4900000389,0001,2023-07-11,201,FU-001,EC,CS01,715.2,L,H,EC-GEN,,,,,
4900000390,0001,2023-07-12,201,AC-001,EC,CS01,90.5,L,H,EC-D4,,,,,
4900000391,0001,2023-07-12,201,AC-003,EC,CS01,6.04,L,H,EC-D2,,,,,
4900000392,0001,2023-07-12,101,FU-001,EC,CS01,8000,L,S,,,,,4500000018,00010
4900000393,0001,2023-07-12,201,FU-001,EC,CS01,100.6,L,H,EC-D1,,,,,
4900000394,0001,2023-07-12,201,FU-001,EC,CS01,120.3,L,H,EC-D2,,,,,
4900000395,0001,2023-07-12,201,FU-001,EC,CS01,160.5,L,H,EC-D3,,,,,
4900000396,0001,2023-07-12,201,FU-001,EC,CS01,127.7,L,H,EC-D4,,,,,
4900000397,0001,2023-07-12,201,FU-001,EC,CS01,120.8,L,H,EC-D5,,,,,
4900000398,0001,2023-07-12,201,FU-001,EC,CS01,119.5,L,H,EC-D6,,,,,
4900000399,0001,2023-07-12,201,FU-001,EC,CS01,146.6,L,H,EC-D7,,,,,
4900000400,0001,2023-07-12,201,FU-001,EC,CS01,638.6,L,H,EC-GEN,,,,,
4900000401,0001,2023-07-12,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900000402,0001,2023-07-12,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900000403,0001,2023-07-12,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900000404,0001,2023-07-13,201,AC-001,EC,CS01,68.0,L,H,EC-D5,,,,,
4900000405,0001,2023-07-13,201,FU-001,EC,CS01,122.1,L,H,EC-D1,,,,,
4900000406,0001,2023-07-13,201,FU-001,EC,CS01,124.1,L,H,EC-D2,,,,,
4900000407,0001,2023-07-13,201,FU-001,EC,CS01,158.2,L,H,EC-D3,,,,,
4900000408,0001,2023-07-13,201,FU-001,EC,CS01,143.4,L,H,EC-D4,,,,,
4900000409,0001,2023-07-13,201,FU-001,EC,CS01,106.1,L,H,EC-D5,,,,,
4900000410,0001,2023-07-13,201,FU-001,EC,CS01,114.7,L,H,EC-D6,,,,,
4900000411,0001,2023-07-13,201,FU-001,EC,CS01,120.1,L,H,EC-D7,,,,,
4900000412,0001,2023-07-13,201,FU-001,EC,CS01,624.8,L,H,EC-GEN,,,,,
4900000413,0001,2023-07-13,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900000414,0001,2023-07-13,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900000415,0001,2023-07-14,201,AC-001,EC,CS01,151.2,L,H,EC-D4,,,,,
4900000416,0001,2023-07-14,201,AC-003,EC,CS01,1.47,L,H,EC-D1,,,,,
4900000417,0001,2023-07-14,201,FU-001,EC,CS01,111.3,L,H,EC-D1,,,,,
4900000418,0001,2023-07-14,201,FU-001,EC,CS01,124.8,L,H,EC-D2,,,,,
4900000419,0001,2023-07-14,201,FU-001,EC,CS01,120.6,L,H,EC-D3,,,,,
4900000420,0001,2023-07-14,201,FU-001,EC,CS01,170.2,L,H,EC-D4,,,,,
4900000421,0001,2023-07-14,201,FU-001,EC,CS01,105.6,L,H,EC-D5,,,,,
4900000422,0001,2023-07-14,201,FU-001,EC,CS01,137.2,L,H,EC-D6,,,,,
4900000423,0001,2023-07-14,201,FU-001,EC,CS01,106.4,L,H,EC-D7,,,,,
4900000424,0001,2023-07-14,201,FU-001,EC,CS01,629.4,L,H,EC-GEN,,,,,
4900000425,0001,2023-07-14,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900000426,0001,2023-07-15,201,AC-001,EC,CS01,109.1,L,H,EC-D6,,,,,
4900000427,0001,2023-07-15,201,AC-003,EC,CS01,11.36,L,H,EC-D2,,,,,
4900000428,0001,2023-07-15,201,FU-001,EC,CS01,121.6,L,H,EC-D1,,,,,
4900000429,0001,2023-07-15,201,FU-001,EC,CS01,110.6,L,H,EC-D2,,,,,
4900000430,0001,2023-07-15,201,FU-001,EC,CS01,137.8,L,H,EC-D3,,,,,
4900000431,0001,2023-07-15,201,FU-001,EC,CS01,164.5,L,H,EC-D4,,,,,
4900000432,0001,2023-07-15,201,FU-001,EC,CS01,100.9,L,H,EC-D5,,,,,
4900000433,0001,2023-07-15,201,FU-001,EC,CS01,131.6,L,H,EC-D6,,,,,
4900000434,0001,2023-07-15,201,FU-001,EC,CS01,143.9,L,H,EC-D7,,,,,
4900000435,0001,2023-07-15,201,FU-001,EC,CS01,600.9,L,H,EC-GEN,,,,,
4900000436,0001,2023-07-15,201,SP-006,EC,CS01,1,EA,H,EC-WS,,,,,
4900000437,0001,2023-07-16,201,FU-001,EC,CS01,809.1,L,H,EC-GEN,,,,,
4900000438,0001,2023-07-17,201,AC-001,EC,CS01,194.7,L,H,EC-D6,,,,,
4900000439,0001,2023-07-17,201,FU-001,EC,CS01,108.2,L,H,EC-D1,,,,,
4900000440,0001,2023-07-17,201,FU-001,EC,CS01,126.3,L,H,EC-D2,,,,,
4900000441,0001,2023-07-17,201,FU-001,EC,CS01,142.5,L,H,EC-D3,,,,,
4900000442,0001,2023-07-17,201,FU-001,EC,CS01,132.1,L,H,EC-D4,,,,,
4900000443,0001,2023-07-17,201,FU-001,EC,CS01,107.9,L,H,EC-D5,,,,,
4900000444,0001,2023-07-17,201,FU-001,EC,CS01,120.4,L,H,EC-D6,,,,,
4900000445,0001,2023-07-17,201,FU-001,EC,CS01,130.4,L,H,EC-D7,,,,,
4900000446,0001,2023-07-17,201,FU-001,EC,CS01,679.1,L,H,EC-GEN,,,,,
4900000447,0001,2023-07-17,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900000448,0001,2023-07-17,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900000449,0001,2023-07-17,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900000450,0001,2023-07-18,101,AC-001,EC,CS01,2900,L,S,,,,,4500000010,00010
4900000451,0001,2023-07-18,201,AC-001,EC,CS01,148.8,L,H,EC-D1,,,,,
4900000452,0001,2023-07-18,201,AC-003,EC,CS01,4.24,L,H,EC-D2,,,,,
4900000453,0001,2023-07-18,101,FU-001,EC,CS01,8000,L,S,,,,,4500000019,00010
4900000454,0001,2023-07-18,201,FU-001,EC,CS01,115.3,L,H,EC-D1,,,,,
4900000455,0001,2023-07-18,201,FU-001,EC,CS01,112.3,L,H,EC-D2,,,,,
4900000456,0001,2023-07-18,201,FU-001,EC,CS01,127.1,L,H,EC-D3,,,,,
4900000457,0001,2023-07-18,201,FU-001,EC,CS01,148.2,L,H,EC-D4,,,,,
4900000458,0001,2023-07-18,201,FU-001,EC,CS01,116.7,L,H,EC-D5,,,,,
4900000459,0001,2023-07-18,201,FU-001,EC,CS01,122.1,L,H,EC-D6,,,,,
4900000460,0001,2023-07-18,201,FU-001,EC,CS01,143.2,L,H,EC-D7,,,,,
4900000461,0001,2023-07-18,201,FU-001,EC,CS01,624.2,L,H,EC-GEN,,,,,
4900000462,0001,2023-07-18,101,SP-005,EC,CS01,4,EA,S,,,,,4500000017,00010
4900000463,0001,2023-07-18,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900000464,0001,2023-07-18,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900000465,0001,2023-07-19,201,AC-001,EC,CS01,67.7,L,H,EC-D7,,,,,
4900000466,0001,2023-07-19,201,AC-003,EC,CS01,2.46,L,H,EC-D1,,,,,
4900000467,0001,2023-07-19,201,FU-001,EC,CS01,103.1,L,H,EC-D1,,,,,
4900000468,0001,2023-07-19,201,FU-001,EC,CS01,114.8,L,H,EC-D2,,,,,
4900000469,0001,2023-07-19,201,FU-001,EC,CS01,132.7,L,H,EC-D3,,,,,
4900000470,0001,2023-07-19,201,FU-001,EC,CS01,154.0,L,H,EC-D4,,,,,
4900000471,0001,2023-07-19,201,FU-001,EC,CS01,129.7,L,H,EC-D5,,,,,
4900000472,0001,2023-07-19,201,FU-001,EC,CS01,122.7,L,H,EC-D6,,,,,
4900000473,0001,2023-07-19,201,FU-001,EC,CS01,96.1,L,H,EC-D7,,,,,
4900000474,0001,2023-07-19,201,FU-001,EC,CS01,648.6,L,H,EC-GEN,,,,,
4900000475,0001,2023-07-20,201,AC-001,EC,CS01,161.1,L,H,EC-D2,,,,,
4900000476,0001,2023-07-20,201,AC-002,EC,CS01,6.8,KG,H,EC-D2,,,,,
4900000477,0001,2023-07-20,201,AC-003,EC,CS01,3.53,L,H,EC-D3,,,,,
4900000478,0001,2023-07-20,201,FU-001,EC,CS01,121.9,L,H,EC-D1,,,,,
4900000479,0001,2023-07-20,201,FU-001,EC,CS01,123.5,L,H,EC-D2,,,,,
4900000480,0001,2023-07-20,201,FU-001,EC,CS01,195.0,L,H,EC-D3,,,,,
4900000481,0001,2023-07-20,201,FU-001,EC,CS01,164.1,L,H,EC-D4,,,,,
4900000482,0001,2023-07-20,201,FU-001,EC,CS01,117.9,L,H,EC-D5,,,,,
4900000483,0001,2023-07-20,201,FU-001,EC,CS01,104.1,L,H,EC-D6,,,,,
4900000484,0001,2023-07-20,201,FU-001,EC,CS01,152.5,L,H,EC-D7,,,,,
4900000485,0001,2023-07-20,201,FU-001,EC,CS01,578.9,L,H,EC-GEN,,,,,
4900000486,0001,2023-07-21,201,AC-001,EC,CS01,152.3,L,H,EC-D6,,,,,
4900000487,0001,2023-07-21,201,AC-003,EC,CS01,1.3,L,H,EC-D1,,,,,
4900000488,0001,2023-07-21,201,FU-001,EC,CS01,115.6,L,H,EC-D1,,,,,
4900000489,0001,2023-07-21,201,FU-001,EC,CS01,97.5,L,H,EC-D2,,,,,
4900000490,0001,2023-07-21,201,FU-001,EC,CS01,133.7,L,H,EC-D3,,,,,
4900000491,0001,2023-07-21,201,FU-001,EC,CS01,133.9,L,H,EC-D4,,,,,
4900000492,0001,2023-07-21,201,FU-001,EC,CS01,110.7,L,H,EC-D5,,,,,
4900000493,0001,2023-07-21,201,FU-001,EC,CS01,156.0,L,H,EC-D6,,,,,
4900000494,0001,2023-07-21,201,FU-001,EC,CS01,119.9,L,H,EC-D7,,,,,
4900000495,0001,2023-07-21,201,FU-001,EC,CS01,623.8,L,H,EC-GEN,,,,,
4900000496,0001,2023-07-21,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900000497,0001,2023-07-22,201,AC-001,EC,CS01,93.9,L,H,EC-D6,,,,,
4900000498,0001,2023-07-22,201,FU-001,EC,CS01,96.8,L,H,EC-D1,,,,,
4900000499,0001,2023-07-22,201,FU-001,EC,CS01,118.7,L,H,EC-D2,,,,,
4900000500,0001,2023-07-22,201,FU-001,EC,CS01,156.7,L,H,EC-D3,,,,,
4900000501,0001,2023-07-22,201,FU-001,EC,CS01,150.9,L,H,EC-D4,,,,,
4900000502,0001,2023-07-22,201,FU-001,EC,CS01,95.1,L,H,EC-D5,,,,,
4900000503,0001,2023-07-22,201,FU-001,EC,CS01,130.4,L,H,EC-D6,,,,,
4900000504,0001,2023-07-22,201,FU-001,EC,CS01,125.4,L,H,EC-D7,,,,,
4900000505,0001,2023-07-22,201,FU-001,EC,CS01,721.6,L,H,EC-GEN,,,,,
4900000506,0001,2023-07-22,201,SP-005,EC,CS01,1,EA,H,EC-WS,,,,,
4900000507,0001,2023-07-22,201,SP-008,EC,CS01,1,EA,H,EC-WS,,,,,
4900000508,0001,2023-07-23,101,FU-001,EC,CS01,8000,L,S,,,,,4500000022,00010
4900000509,0001,2023-07-23,201,FU-001,EC,CS01,600.3,L,H,EC-GEN,,,,,
4900000510,0001,2023-07-24,201,AC-001,EC,CS01,141.9,L,H,EC-D5,,,,,
4900000511,0001,2023-07-24,201,AC-002,EC,CS01,5.88,KG,H,EC-D5,,,,,
4900000512,0001,2023-07-24,201,FU-001,EC,CS01,114.2,L,H,EC-D1,,,,,
4900000513,0001,2023-07-24,201,FU-001,EC,CS01,94.8,L,H,EC-D2,,,,,
4900000514,0001,2023-07-24,201,FU-001,EC,CS01,169.5,L,H,EC-D3,,,,,
4900000515,0001,2023-07-24,201,FU-001,EC,CS01,179.1,L,H,EC-D4,,,,,
4900000516,0001,2023-07-24,201,FU-001,EC,CS01,125.9,L,H,EC-D5,,,,,
4900000517,0001,2023-07-24,201,FU-001,EC,CS01,145.0,L,H,EC-D6,,,,,
4900000518,0001,2023-07-24,201,FU-001,EC,CS01,120.2,L,H,EC-D7,,,,,
4900000519,0001,2023-07-24,201,FU-001,EC,CS01,649.3,L,H,EC-GEN,,,,,
4900000520,0001,2023-07-24,101,SP-004,EC,CS01,4,EA,S,,,,,4500000011,00010
4900000521,0001,2023-07-24,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900000522,0001,2023-07-25,201,AC-001,EC,CS01,144.2,L,H,EC-D5,,,,,
4900000523,0001,2023-07-25,201,AC-002,EC,CS01,5.46,KG,H,EC-D5,,,,,
4900000524,0001,2023-07-25,201,AC-003,EC,CS01,9.55,L,H,EC-D1,,,,,
4900000525,0001,2023-07-25,201,FU-001,EC,CS01,110.2,L,H,EC-D1,,,,,
4900000526,0001,2023-07-25,201,FU-001,EC,CS01,82.8,L,H,EC-D2,,,,,
4900000527,0001,2023-07-25,201,FU-001,EC,CS01,132.6,L,H,EC-D3,,,,,
4900000528,0001,2023-07-25,201,FU-001,EC,CS01,153.9,L,H,EC-D4,,,,,
4900000529,0001,2023-07-25,201,FU-001,EC,CS01,94.0,L,H,EC-D5,,,,,
4900000530,0001,2023-07-25,201,FU-001,EC,CS01,127.7,L,H,EC-D6,,,,,
4900000531,0001,2023-07-25,201,FU-001,EC,CS01,110.9,L,H,EC-D7,,,,,
4900000532,0001,2023-07-25,201,FU-001,EC,CS01,722.0,L,H,EC-GEN,,,,,
4900000533,0001,2023-07-25,201,SP-002,EC,CS01,1,EA,H,EC-WS,,,,,
4900000534,0001,2023-07-25,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900000535,0001,2023-07-26,201,AC-001,EC,CS01,122.2,L,H,EC-D4,,,,,
4900000536,0001,2023-07-26,201,AC-002,EC,CS01,4.49,KG,H,EC-D4,,,,,
4900000537,0001,2023-07-26,201,AC-003,EC,CS01,4.38,L,H,EC-D4,,,,,
4900000538,0001,2023-07-26,201,AC-004,EC,CS01,1.16,KG,H,EC-D1,,,,,
4900000539,0001,2023-07-26,201,FU-001,EC,CS01,118.3,L,H,EC-D1,,,,,
4900000540,0001,2023-07-26,201,FU-001,EC,CS01,116.2,L,H,EC-D2,,,,,
4900000541,0001,2023-07-26,201,FU-001,EC,CS01,142.2,L,H,EC-D3,,,,,
4900000542,0001,2023-07-26,201,FU-001,EC,CS01,148.2,L,H,EC-D4,,,,,
4900000543,0001,2023-07-26,201,FU-001,EC,CS01,119.3,L,H,EC-D5,,,,,
4900000544,0001,2023-07-26,201,FU-001,EC,CS01,170.6,L,H,EC-D6,,,,,
4900000545,0001,2023-07-26,201,FU-001,EC,CS01,103.5,L,H,EC-D7,,,,,
4900000546,0001,2023-07-26,201,FU-001,EC,CS01,674.4,L,H,EC-GEN,,,,,
4900000547,0001,2023-07-26,201,SP-007,EC,CS01,1,EA,H,EC-WS,,,,,
4900000548,0001,2023-07-27,201,AC-001,EC,CS01,163.2,L,H,EC-D3,,,,,
4900000549,0001,2023-07-27,201,FU-001,EC,CS01,107.0,L,H,EC-D1,,,,,
4900000550,0001,2023-07-27,201,FU-001,EC,CS01,112.7,L,H,EC-D2,,,,,
4900000551,0001,2023-07-27,201,FU-001,EC,CS01,146.2,L,H,EC-D3,,,,,
4900000552,0001,2023-07-27,201,FU-001,EC,CS01,125.1,L,H,EC-D4,,,,,
4900000553,0001,2023-07-27,201,FU-001,EC,CS01,81.5,L,H,EC-D5,,,,,
4900000554,0001,2023-07-27,201,FU-001,EC,CS01,154.2,L,H,EC-D6,,,,,
4900000555,0001,2023-07-27,201,FU-001,EC,CS01,122.1,L,H,EC-D7,,,,,
4900000556,0001,2023-07-27,201,FU-001,EC,CS01,640.4,L,H,EC-GEN,,,,,
4900000557,0001,2023-07-27,201,SP-001,EC,CS01,1,EA,H,EC-WS,,,,,
4900000558,0001,2023-07-27,201,SP-004,EC,CS01,1,EA,H,EC-WS,,,,,
4900000559,0001,2023-07-28,201,AC-001,EC,CS01,86.7,L,H,EC-D7,,,,,
4900000560,0001,2023-07-28,201,AC-002,EC,CS01,3.29,KG,H,EC-D7,,,,,
4900000561,0001,2023-07-28,101,AC-003,EC,CS01,100,L,S,,,,,4500000014,00010
4900000562,0001,2023-07-28,201,AC-003,EC,CS01,5.48,L,H,EC-D1,,,,,
4900000563,0001,2023-07-28,201,FU-001,EC,CS01,122.5,L,H,EC-D1,,,,,
4900000564,0001,2023-07-28,201,FU-001,EC,CS01,111.4,L,H,EC-D2,,,,,
4900000565,0001,2023-07-28,201,FU-001,EC,CS01,151.1,L,H,EC-D3,,,,,
4900000566,0001,2023-07-28,201,FU-001,EC,CS01,184.1,L,H,EC-D4,,,,,
4900000567,0001,2023-07-28,201,FU-001,EC,CS01,124.2,L,H,EC-D5,,,,,
4900000568,0001,2023-07-28,201,FU-001,EC,CS01,125.0,L,H,EC-D6,,,,,
4900000569,0001,2023-07-28,201,FU-001,EC,CS01,132.2,L,H,EC-D7,,,,,
4900000570,0001,2023-07-28,201,FU-001,EC,CS01,695.7,L,H,EC-GEN,,,,,
